image_id,breed,species,split,total_pixels,fg_pixels,boundary_pixels,bg_pixels,fg_percentage,boundary_percentage,bg_percentage,mask_coverage,mask_height,mask_width
Ragdoll_113,Ragdoll,cat,train,187500,105997,61283,20220,56.531733333333335,32.684266666666666,10.784,0.89216,375,500
basset_hound_135,basset_hound,dog,train,149500,78842,52826,17832,52.7371237458194,35.335117056856184,11.927759197324415,0.8807224080267558,299,500
newfoundland_149,newfoundland,dog,train,166500,44332,103499,18669,26.625825825825828,62.16156156156156,11.212612612612613,0.8878738738738738,333,500
leonberger_12,leonberger,dog,train,166500,85032,59739,21729,51.07027027027027,35.87927927927928,13.050450450450452,0.8694954954954955,333,500
english_setter_112,english_setter,dog,train,167500,46463,100499,20538,27.739104477611942,59.999402985074624,12.261492537313433,0.8773850746268657,500,335
great_pyrenees_137,great_pyrenees,dog,train,166500,65693,83034,17773,39.45525525525525,49.870270270270275,10.674474474474474,0.8932552552552553,333,500
Persian_170,Persian,cat,train,167000,54981,95109,16910,32.92275449101796,56.95149700598803,10.12574850299401,0.8987425149700599,334,500
beagle_167,beagle,dog,train,187500,28511,147248,11741,15.205866666666667,78.53226666666666,6.261866666666667,0.9373813333333333,375,500
scottish_terrier_150,scottish_terrier,dog,train,187500,29816,142698,14986,15.901866666666667,76.1056,7.992533333333333,0.9200746666666667,375,500
basset_hound_150,basset_hound,dog,train,166500,83780,70939,11781,50.31831831831832,42.606006006006005,7.075675675675676,0.9292432432432433,333,500
samoyed_115,samoyed,dog,train,166500,29566,114939,21995,17.757357357357357,69.03243243243243,13.21021021021021,0.867897897897898,333,500
Egyptian_Mau_16,Egyptian_Mau,cat,train,48200,12777,27760,7663,26.508298755186722,57.59336099585062,15.898340248962656,0.8410165975103735,200,241
Birman_117,Birman,cat,train,191500,86348,72041,33111,45.090339425587466,37.619321148825065,17.29033942558747,0.8270966057441254,383,500
english_cocker_spaniel_115,english_cocker_spaniel,dog,train,166500,23366,107491,35643,14.033633633633633,64.55915915915917,21.407207207207207,0.785927927927928,333,500
yorkshire_terrier_163,yorkshire_terrier,dog,train,187500,47449,123825,16226,25.306133333333335,66.03999999999999,8.653866666666667,0.9134613333333333,375,500
miniature_pinscher_139,miniature_pinscher,dog,train,30000,5874,19670,4456,19.580000000000002,65.56666666666666,14.853333333333332,0.8514666666666667,200,150
chihuahua_149,chihuahua,dog,train,85800,13276,64615,7909,15.473193473193472,75.30885780885781,9.217948717948717,0.9078205128205128,286,300
Birman_171,Birman,cat,train,200000,62097,109996,27907,31.0485,54.998000000000005,13.9535,0.860465,500,400
keeshond_116,keeshond,dog,train,166500,62278,86521,17701,37.404204204204206,51.96456456456456,10.631231231231231,0.8936876876876877,500,333
english_setter_114,english_setter,dog,train,167500,53880,93337,20283,32.16716417910448,55.72358208955224,12.109253731343284,0.8789074626865672,500,335
Bombay_134,Bombay,cat,train,99760,19547,67071,13142,19.59402566158781,67.23235765838011,13.173616680032078,0.8682638331996793,344,290
keeshond_137,keeshond,dog,train,244500,160188,61511,22801,65.51656441717792,25.157873210633948,9.325562372188138,0.9067443762781187,500,489
pomeranian_107,pomeranian,dog,train,166500,12953,146221,7326,7.779579579579579,87.82042042042042,4.3999999999999995,0.956,333,500
Sphynx_11,Sphynx,cat,train,166000,21041,132076,12883,12.675301204819277,79.56385542168675,7.760843373493975,0.9223915662650602,332,500
basset_hound_168,basset_hound,dog,train,166500,92414,64145,9941,55.503903903903904,38.52552552552553,5.970570570570571,0.9402942942942943,333,500
scottish_terrier_167,scottish_terrier,dog,train,166500,40166,112517,13817,24.123723723723725,67.57777777777778,8.298498498498498,0.917015015015015,333,500
havanese_154,havanese,dog,train,194500,48479,132155,13866,24.924935732647814,67.94601542416453,7.12904884318766,0.9287095115681234,389,500
Sphynx_137,Sphynx,cat,train,156000,31621,104372,20007,20.269871794871793,66.90512820512821,12.825000000000001,0.87175,312,500
saint_bernard_147,saint_bernard,dog,train,167500,54448,103291,9761,32.50626865671642,61.66626865671642,5.827462686567165,0.9417253731343284,335,500
Egyptian_Mau_172,Egyptian_Mau,cat,train,166500,60030,78189,28281,36.05405405405405,46.96036036036036,16.985585585585586,0.8301441441441442,333,500
wheaten_terrier_106,wheaten_terrier,dog,train,166500,80510,60083,25907,48.354354354354356,36.08588588588589,15.559759759759759,0.8444024024024024,500,333
samoyed_171,samoyed,dog,train,166500,55143,97549,13808,33.11891891891892,58.58798798798799,8.293093093093093,0.917069069069069,333,500
miniature_pinscher_151,miniature_pinscher,dog,train,67500,20596,37869,9035,30.51259259259259,56.10222222222222,13.385185185185186,0.8661481481481481,225,300
Bengal_154,Bengal,cat,train,60000,18465,31380,10155,30.775000000000002,52.300000000000004,16.925,0.83075,300,200
american_pit_bull_terrier_127,american_pit_bull_terrier,dog,train,67500,22334,36486,8680,33.08740740740741,54.05333333333333,12.85925925925926,0.8714074074074074,225,300
chihuahua_135,chihuahua,dog,train,30800,13362,11588,5850,43.383116883116884,37.62337662337663,18.993506493506494,0.810064935064935,200,154
saint_bernard_159,saint_bernard,dog,train,168000,85306,70221,12473,50.77738095238096,41.79821428571429,7.4244047619047615,0.9257559523809524,336,500
Abyssinian_124,Abyssinian,cat,train,166500,31777,110560,24163,19.085285285285288,66.4024024024024,14.51231231231231,0.8548768768768769,500,333
german_shorthaired_12,german_shorthaired,dog,train,187500,45007,121918,20575,24.003733333333333,65.02293333333333,10.973333333333333,0.8902666666666667,375,500
staffordshire_bull_terrier_172,staffordshire_bull_terrier,dog,train,187500,28671,141003,17826,15.2912,75.2016,9.507200000000001,0.904928,375,500
beagle_103,beagle,dog,train,167000,34485,117624,14891,20.649700598802394,70.43353293413173,8.91676646706587,0.9108323353293413,334,500
Russian_Blue_172,Russian_Blue,cat,train,166500,14247,137797,14456,8.556756756756757,82.76096096096096,8.682282282282282,0.9131771771771772,500,333
Birman_109,Birman,cat,train,177500,108736,47676,21088,61.25971830985916,26.859718309859154,11.880563380281691,0.881194366197183,500,355
scottish_terrier_111,scottish_terrier,dog,train,188000,17806,153359,16835,9.47127659574468,81.57393617021278,8.954787234042554,0.9104521276595745,376,500
great_pyrenees_154,great_pyrenees,dog,train,187500,45735,127649,14116,24.392,68.07946666666666,7.528533333333333,0.9247146666666667,375,500
havanese_121,havanese,dog,train,187500,25980,154297,7223,13.855999999999998,82.29173333333333,3.8522666666666665,0.9614773333333333,375,500
Sphynx_126,Sphynx,cat,train,167000,24205,132798,9997,14.494011976047904,79.5197604790419,5.98622754491018,0.9401377245508982,334,500
Abyssinian_153,Abyssinian,cat,train,131500,25251,86115,20134,19.202281368821293,65.48669201520913,15.311026615969581,0.8468897338403042,263,500
Sphynx_170,Sphynx,cat,train,166500,28167,124286,14047,16.917117117117115,74.64624624624625,8.436636636636637,0.9156336336336336,333,500
english_cocker_spaniel_138,english_cocker_spaniel,dog,train,187500,76296,88760,22444,40.6912,47.33866666666667,11.970133333333335,0.8802986666666667,500,375
keeshond_103,keeshond,dog,train,200500,71409,107760,21331,35.61546134663342,53.74563591022444,10.638902743142145,0.8936109725685786,401,500
newfoundland_151,newfoundland,dog,train,166500,74260,74130,18110,44.6006006006006,44.52252252252252,10.876876876876878,0.8912312312312313,333,500
Egyptian_Mau_119,Egyptian_Mau,cat,train,31920,3672,22467,5781,11.503759398496241,70.38533834586465,18.110902255639097,0.8188909774436091,168,190
Bombay_127,Bombay,cat,train,81900,32354,39005,10541,39.5042735042735,47.62515262515262,12.870573870573871,0.8712942612942612,350,234
Persian_183,Persian,cat,train,218500,75839,112859,29802,34.708924485125856,51.65171624713959,13.639359267734555,0.8636064073226545,437,500
basset_hound_125,basset_hound,dog,train,166500,60650,72142,33708,36.42642642642643,43.32852852852852,20.245045045045046,0.7975495495495496,333,500
shiba_inu_10,shiba_inu,dog,train,187500,27147,142263,18090,14.478399999999999,75.8736,9.648,0.90352,375,500
samoyed_170,samoyed,dog,train,166500,17902,137772,10826,10.751951951951952,82.74594594594595,6.502102102102102,0.934978978978979,333,500
Bengal_114,Bengal,cat,train,187500,68597,94094,24809,36.58506666666666,50.18346666666667,13.231466666666666,0.8676853333333333,375,500
Ragdoll_110,Ragdoll,cat,train,187500,76880,87003,23617,41.00266666666666,46.4016,12.595733333333333,0.8740426666666666,375,500
yorkshire_terrier_109,yorkshire_terrier,dog,train,235500,140215,62469,32816,59.53927813163482,26.52611464968153,13.93460721868365,0.8606539278131635,471,500
Egyptian_Mau_126,Egyptian_Mau,cat,train,122943,25854,82318,14771,21.029257460774506,66.95623174967261,12.014510789552881,0.8798548921044712,383,321
havanese_112,havanese,dog,train,187500,66418,81136,39946,35.42293333333333,43.272533333333335,21.304533333333335,0.7869546666666667,500,375
scottish_terrier_100,scottish_terrier,dog,train,187500,37847,132176,17477,20.185066666666668,70.49386666666668,9.321066666666667,0.9067893333333333,375,500
leonberger_139,leonberger,dog,train,166500,77719,72286,16495,46.67807807807808,43.415015015015015,9.906906906906906,0.9009309309309309,333,500
havanese_108,havanese,dog,train,187500,93699,67019,26782,49.9728,35.74346666666667,14.283733333333334,0.8571626666666666,375,500
British_Shorthair_123,British_Shorthair,cat,train,187500,44767,119461,23272,23.875733333333333,63.71253333333333,12.411733333333332,0.8758826666666667,375,500
samoyed_159,samoyed,dog,train,166500,22518,132410,11572,13.524324324324324,79.52552552552552,6.95015015015015,0.9304984984984985,333,500
beagle_161,beagle,dog,train,166500,17527,140022,8951,10.526726726726727,84.0972972972973,5.375975975975976,0.9462402402402402,333,500
samoyed_105,samoyed,dog,train,227000,134181,58746,34073,59.110572687224675,25.879295154185023,15.01013215859031,0.8498986784140969,454,500
chihuahua_145,chihuahua,dog,train,60000,6339,48526,5135,10.565,80.87666666666667,8.558333333333334,0.9144166666666667,200,300
Egyptian_Mau_173,Egyptian_Mau,cat,train,58800,13393,38563,6844,22.777210884353742,65.58333333333334,11.639455782312925,0.8836054421768708,210,280
german_shorthaired_104,german_shorthaired,dog,train,238000,24878,183491,29631,10.452941176470588,77.09705882352941,12.45,0.8755,500,476
wheaten_terrier_102,wheaten_terrier,dog,train,166500,20962,132479,13059,12.58978978978979,79.56696696696697,7.8432432432432435,0.9215675675675675,333,500
japanese_chin_10,japanese_chin,dog,train,205000,67018,75919,62063,32.691707317073174,37.03365853658537,30.274634146341462,0.6972536585365854,500,410
staffordshire_bull_terrier_160,staffordshire_bull_terrier,dog,train,166500,43381,107212,15907,26.05465465465465,64.39159159159159,9.553753753753753,0.9044624624624624,333,500
pug_138,pug,dog,train,78600,41898,29365,7337,53.30534351145039,37.36005089058524,9.334605597964376,0.9066539440203563,262,300
miniature_pinscher_120,miniature_pinscher,dog,train,67500,11603,46980,8917,17.18962962962963,69.6,13.21037037037037,0.8678962962962963,225,300
english_setter_124,english_setter,dog,train,184500,40964,123199,20337,22.20271002710027,66.77452574525745,11.022764227642275,0.8897723577235772,369,500
newfoundland_122,newfoundland,dog,train,200000,88118,88663,23219,44.059,44.3315,11.6095,0.883905,400,500
chihuahua_128,chihuahua,dog,train,67500,12006,49298,6196,17.78666666666667,73.03407407407407,9.17925925925926,0.9082074074074074,225,300
leonberger_169,leonberger,dog,train,187500,44082,123419,19999,23.5104,65.82346666666666,10.666133333333333,0.8933386666666666,375,500
pug_103,pug,dog,train,187500,62572,102527,22401,33.37173333333333,54.681066666666666,11.947199999999999,0.880528,375,500
staffordshire_bull_terrier_150,staffordshire_bull_terrier,dog,train,187500,14448,159539,13513,7.7056,85.08746666666667,7.206933333333334,0.9279306666666667,375,500
boxer_123,boxer,dog,train,166500,10257,148263,7980,6.16036036036036,89.04684684684685,4.792792792792793,0.9520720720720721,333,500
Birman_132,Birman,cat,train,171500,112229,41008,18263,65.4396501457726,23.911370262390673,10.648979591836735,0.8935102040816326,343,500
Sphynx_107,Sphynx,cat,train,167000,32657,115113,19230,19.55508982035928,68.92994011976047,11.51497005988024,0.8848502994011976,500,334
Siamese_104,Siamese,cat,train,196500,71289,97060,28151,36.2793893129771,49.39440203562341,14.326208651399492,0.8567379134860051,393,500
Russian_Blue_120,Russian_Blue,cat,train,187500,88454,80596,18450,47.175466666666665,42.98453333333334,9.84,0.9016,375,500
Abyssinian_17,Abyssinian,cat,train,113025,25068,71896,16061,22.17916390179164,63.61070559610705,14.210130502101306,0.857898694978987,411,275
yorkshire_terrier_169,yorkshire_terrier,dog,train,166500,19909,139544,7047,11.957357357357358,83.81021021021022,4.232432432432433,0.9576756756756757,333,500
leonberger_146,leonberger,dog,train,166500,29256,117369,19875,17.57117117117117,70.4918918918919,11.936936936936938,0.8806306306306306,333,500
miniature_pinscher_10,miniature_pinscher,dog,train,187500,47220,121234,19046,25.184,64.65813333333334,10.157866666666667,0.8984213333333333,375,500
chihuahua_121,chihuahua,dog,train,61250,15886,38877,6487,25.93632653061225,63.47265306122449,10.591020408163265,0.8940897959183673,245,250
pomeranian_13,pomeranian,dog,train,187500,36918,131008,19574,19.6896,69.87093333333333,10.439466666666666,0.8956053333333334,375,500
shiba_inu_115,shiba_inu,dog,train,187500,24150,145585,17765,12.879999999999999,77.64533333333333,9.474666666666668,0.9052533333333334,375,500
Ragdoll_142,Ragdoll,cat,train,216500,126426,63259,26815,58.39538106235565,29.218937644341803,12.38568129330254,0.8761431870669746,433,500
pug_143,pug,dog,train,67500,15779,43859,7862,23.376296296296296,64.9762962962963,11.647407407407409,0.8835259259259259,225,300
Siamese_138,Siamese,cat,train,166500,15641,137383,13476,9.393993993993995,82.5123123123123,8.093693693693693,0.9190630630630631,500,333
japanese_chin_103,japanese_chin,dog,train,195000,109099,56671,29230,55.94820512820513,29.062051282051282,14.98974358974359,0.8501025641025641,390,500
boxer_12,boxer,dog,train,187500,113512,53309,20679,60.53973333333333,28.431466666666665,11.0288,0.889712,375,500
Bengal_125,Bengal,cat,train,166000,55354,86661,23985,33.34578313253012,52.20542168674699,14.448795180722893,0.855512048192771,332,500
havanese_144,havanese,dog,train,187500,16449,155629,15422,8.7728,83.00213333333333,8.225066666666667,0.9177493333333333,375,500
japanese_chin_117,japanese_chin,dog,train,187500,37763,130602,19135,20.14026666666667,69.65440000000001,10.205333333333332,0.8979466666666667,375,500
scottish_terrier_156,scottish_terrier,dog,train,187500,22461,151129,13910,11.979199999999999,80.60213333333334,7.418666666666667,0.9258133333333334,375,500
japanese_chin_171,japanese_chin,dog,train,204500,104270,74078,26152,50.987775061124694,36.2239608801956,12.788264058679708,0.8721173594132029,500,409
pomeranian_120,pomeranian,dog,train,70800,24405,38007,8388,34.470338983050844,53.682203389830505,11.847457627118645,0.8815254237288136,236,300
beagle_150,beagle,dog,train,180500,54869,110804,14827,30.398337950138504,61.38725761772853,8.214404432132964,0.9178559556786704,361,500
Ragdoll_179,Ragdoll,cat,train,166500,38696,106929,20875,23.24084084084084,64.22162162162162,12.537537537537538,0.8746246246246246,333,500
samoyed_116,samoyed,dog,train,200000,22940,163350,13710,11.469999999999999,81.675,6.855,0.93145,400,500
British_Shorthair_126,British_Shorthair,cat,train,177000,54728,97265,25007,30.919774011299435,54.951977401129945,14.12824858757062,0.8587175141242938,500,354
shiba_inu_150,shiba_inu,dog,train,188500,56557,107154,24789,30.00371352785146,56.84562334217507,13.150663129973475,0.8684933687002653,500,377
scottish_terrier_135,scottish_terrier,dog,train,166000,37452,104333,24215,22.56144578313253,62.85120481927711,14.58734939759036,0.8541265060240963,332,500
shiba_inu_132,shiba_inu,dog,train,167000,71195,74917,20888,42.631736526946106,44.860479041916165,12.507784431137726,0.8749221556886227,500,334
British_Shorthair_100,British_Shorthair,cat,train,166000,30348,120909,14743,18.281927710843373,72.83674698795181,8.88132530120482,0.9111867469879518,332,500
saint_bernard_154,saint_bernard,dog,train,142000,17045,116051,8904,12.003521126760564,81.72605633802816,6.270422535211267,0.9372957746478873,500,284
english_setter_17,english_setter,dog,train,187500,45298,108938,33264,24.158933333333334,58.10026666666667,17.7408,0.822592,375,500
american_bulldog_103,american_bulldog,dog,train,187500,16133,150665,20702,8.604266666666668,80.35466666666666,11.041066666666667,0.8895893333333333,500,375
staffordshire_bull_terrier_109,staffordshire_bull_terrier,dog,train,233000,55480,139707,37813,23.81115879828326,59.96008583690987,16.22875536480687,0.8377124463519313,500,466
beagle_151,beagle,dog,train,187000,94397,71284,21319,50.479679144385024,38.11978609625669,11.400534759358289,0.8859946524064171,374,500
shiba_inu_163,shiba_inu,dog,train,187500,32216,141811,13473,17.181866666666668,75.63253333333333,7.1856,0.928144,375,500
english_cocker_spaniel_170,english_cocker_spaniel,dog,train,167000,42602,100892,23506,25.51017964071856,60.41437125748503,14.075449101796409,0.8592455089820359,334,500
saint_bernard_105,saint_bernard,dog,train,187500,92402,77273,17825,49.28106666666667,41.21226666666667,9.506666666666666,0.9049333333333334,375,500
newfoundland_120,newfoundland,dog,train,166500,36852,119748,9900,22.133333333333333,71.92072072072072,5.9459459459459465,0.9405405405405406,333,500
shiba_inu_157,shiba_inu,dog,train,166500,28758,122025,15717,17.272072072072074,73.28828828828829,9.439639639639639,0.9056036036036036,500,333
beagle_109,beagle,dog,train,164500,44999,101573,17928,27.355015197568388,61.74650455927052,10.898480243161094,0.8910151975683891,329,500
newfoundland_142,newfoundland,dog,train,187500,28268,146712,12520,15.076266666666665,78.24640000000001,6.677333333333333,0.9332266666666666,375,500
pug_137,pug,dog,train,59700,24590,23292,11818,41.1892797319933,39.015075376884425,19.795644891122276,0.8020435510887772,300,199
pug_162,pug,dog,train,67500,34829,24996,7675,51.598518518518524,37.03111111111111,11.37037037037037,0.8862962962962962,225,300
Siamese_122,Siamese,cat,train,166500,104717,33302,28481,62.893093093093086,20.0012012012012,17.105705705705706,0.8289429429429429,500,333
wheaten_terrier_119,wheaten_terrier,dog,train,187500,52586,117203,17711,28.04586666666667,62.50826666666667,9.445866666666666,0.9055413333333333,500,375
great_pyrenees_153,great_pyrenees,dog,train,206500,53901,130406,22193,26.102179176755445,63.150605326876516,10.747215496368039,0.8925278450363197,413,500
pomeranian_115,pomeranian,dog,train,69900,30456,30088,9356,43.57081545064378,43.04434907010014,13.384835479256079,0.8661516452074391,233,300
Birman_126,Birman,cat,train,167000,44461,101516,21023,26.62335329341317,60.788023952095806,12.58862275449102,0.8741137724550898,500,334
newfoundland_147,newfoundland,dog,train,167000,89430,60937,16633,53.55089820359281,36.48922155688623,9.95988023952096,0.9004011976047904,334,500
german_shorthaired_169,german_shorthaired,dog,train,187500,42098,129736,15666,22.452266666666667,69.19253333333333,8.3552,0.916448,375,500
staffordshire_bull_terrier_152,staffordshire_bull_terrier,dog,train,187500,22803,149977,14720,12.1616,79.98773333333334,7.850666666666667,0.9214933333333334,375,500
boxer_139,boxer,dog,train,187500,22644,156862,7994,12.0768,83.65973333333334,4.263466666666667,0.9573653333333333,375,500
basset_hound_103,basset_hound,dog,train,163500,19558,126694,17248,11.962079510703363,77.48868501529051,10.549235474006116,0.8945076452599389,327,500
wheaten_terrier_17,wheaten_terrier,dog,train,166000,10837,148363,6800,6.5283132530120485,89.37530120481928,4.096385542168675,0.9590361445783132,332,500
Bombay_12,Bombay,cat,train,208500,87943,97618,22939,42.178896882494,46.81918465227818,11.001918465227819,0.8899808153477218,417,500
english_setter_156,english_setter,dog,train,166500,57253,92193,17054,34.38618618618619,55.37117117117118,10.242642642642643,0.8975735735735736,333,500
yorkshire_terrier_12,yorkshire_terrier,dog,train,187500,27944,137868,21688,14.903466666666668,73.52959999999999,11.566933333333333,0.8843306666666667,375,500
staffordshire_bull_terrier_117,staffordshire_bull_terrier,dog,train,187500,53628,118252,15620,28.601599999999998,63.06773333333333,8.330666666666668,0.9166933333333334,375,500
Bengal_163,Bengal,cat,train,67500,7192,55004,5304,10.654814814814815,81.4874074074074,7.857777777777778,0.9214222222222223,225,300
Siamese_172,Siamese,cat,train,187500,28723,142054,16723,15.318933333333334,75.76213333333334,8.918933333333333,0.9108106666666667,375,500
chihuahua_112,chihuahua,dog,train,67500,14825,45298,7377,21.962962962962962,67.10814814814815,10.92888888888889,0.8907111111111111,300,225
Ragdoll_158,Ragdoll,cat,train,189000,61464,102297,25239,32.52063492063492,54.12539682539682,13.353968253968254,0.8664603174603175,378,500
english_cocker_spaniel_105,english_cocker_spaniel,dog,train,242000,152948,58342,30710,63.20165289256199,24.108264462809917,12.690082644628099,0.873099173553719,500,484
basset_hound_146,basset_hound,dog,train,166500,30915,125632,9953,18.567567567567565,75.45465465465465,5.977777777777778,0.9402222222222222,333,500
Persian_139,Persian,cat,train,167000,73598,76090,17312,44.07065868263473,45.56287425149701,10.366467065868264,0.8963353293413173,500,334
german_shorthaired_147,german_shorthaired,dog,train,187500,83122,90844,13534,44.33173333333333,48.45013333333333,7.218133333333333,0.9278186666666667,375,500
german_shorthaired_167,german_shorthaired,dog,train,166500,66911,88161,11428,40.18678678678679,52.949549549549545,6.863663663663663,0.9313633633633633,333,500
Egyptian_Mau_175,Egyptian_Mau,cat,train,48960,7134,35229,6597,14.57107843137255,71.9546568627451,13.474264705882351,0.8652573529411764,180,272
american_bulldog_149,american_bulldog,dog,train,187500,21606,156128,9766,11.5232,83.26826666666666,5.2085333333333335,0.9479146666666667,500,375
great_pyrenees_105,great_pyrenees,dog,train,187500,50686,117284,19530,27.03253333333333,62.55146666666667,10.416,0.89584,375,500
pomeranian_12,pomeranian,dog,train,187500,102612,64876,20012,54.7264,34.60053333333333,10.673066666666667,0.8932693333333334,375,500
Ragdoll_166,Ragdoll,cat,train,191000,50149,125898,14953,26.256020942408377,65.9151832460733,7.828795811518324,0.9217120418848167,382,500
miniature_pinscher_106,miniature_pinscher,dog,train,205500,79553,105716,20231,38.71192214111922,51.44330900243309,9.844768856447688,0.9015523114355232,411,500
Abyssinian_108,Abyssinian,cat,train,202000,76379,94577,31044,37.81138613861386,46.82029702970297,15.368316831683169,0.8463168316831683,404,500
boxer_104,boxer,dog,train,187500,32849,136281,18370,17.519466666666666,72.6832,9.797333333333333,0.9020266666666666,375,500
basset_hound_160,basset_hound,dog,train,166500,54901,98603,12996,32.973573573573574,59.22102102102102,7.805405405405405,0.9219459459459459,333,500
boxer_168,boxer,dog,train,167000,61214,90590,15196,36.65508982035928,54.24550898203593,9.099401197604791,0.909005988023952,334,500
english_cocker_spaniel_129,english_cocker_spaniel,dog,train,140500,25987,104393,10120,18.496085409252668,74.30106761565837,7.202846975088968,0.9279715302491103,500,281
boxer_106,boxer,dog,train,187500,10346,163903,13251,5.5178666666666665,87.41493333333334,7.0672,0.929328,375,500
beagle_112,beagle,dog,train,166500,38885,101081,26534,23.354354354354353,60.70930930930931,15.936336336336337,0.8406366366366367,500,333
Siamese_129,Siamese,cat,train,187500,88820,68234,30446,47.370666666666665,36.391466666666666,16.23786666666667,0.8376213333333333,375,500
wheaten_terrier_149,wheaten_terrier,dog,train,166500,39174,115451,11875,23.527927927927927,69.33993993993994,7.132132132132132,0.9286786786786787,500,333
chihuahua_15,chihuahua,dog,train,186000,52795,103290,29915,28.38440860215054,55.53225806451613,16.083333333333332,0.8391666666666666,500,372
Bengal_105,Bengal,cat,train,233000,24715,178682,29603,10.607296137339056,76.68755364806867,12.705150214592276,0.8729484978540772,466,500
basset_hound_105,basset_hound,dog,train,187500,82145,77630,27725,43.81066666666666,41.40266666666667,14.786666666666667,0.8521333333333333,500,375
shiba_inu_128,shiba_inu,dog,train,166000,8697,147431,9872,5.239156626506023,88.81385542168675,5.946987951807229,0.9405301204819277,500,332
newfoundland_109,newfoundland,dog,train,167000,34738,110959,21303,20.80119760479042,66.44251497005989,12.7562874251497,0.872437125748503,334,500
great_pyrenees_128,great_pyrenees,dog,train,166500,64896,88298,13306,38.976576576576576,53.03183183183183,7.991591591591591,0.920084084084084,333,500
newfoundland_164,newfoundland,dog,train,166500,58649,90394,17457,35.224624624624624,54.29069069069069,10.484684684684686,0.8951531531531531,333,500
Persian_123,Persian,cat,train,187500,138883,22044,26573,74.07093333333333,11.7568,14.172266666666665,0.8582773333333333,375,500
Siamese_180,Siamese,cat,train,183500,38315,130976,14209,20.88010899182561,71.3765667574932,7.7433242506812,0.9225667574931881,367,500
Egyptian_Mau_148,Egyptian_Mau,cat,train,166000,57214,84009,24777,34.466265060240964,50.6078313253012,14.92590361445783,0.8507409638554216,332,500
miniature_pinscher_134,miniature_pinscher,dog,train,67500,20435,37183,9882,30.274074074074075,55.08592592592593,14.64,0.8536,225,300
Birman_104,Birman,cat,train,178500,31414,128856,18230,17.59887955182073,72.18823529411765,10.212885154061626,0.8978711484593838,500,357
shiba_inu_139,shiba_inu,dog,train,164500,41204,100603,22693,25.048024316109423,61.15683890577508,13.795136778115502,0.862048632218845,500,329
beagle_127,beagle,dog,train,164500,42701,74913,46886,25.9580547112462,45.53981762917933,28.502127659574466,0.7149787234042553,500,329
scottish_terrier_142,scottish_terrier,dog,train,227000,61188,135266,30546,26.955066079295154,59.5885462555066,13.456387665198239,0.8654361233480177,454,500
Bombay_15,Bombay,cat,train,64480,34251,21699,8530,53.11879652605459,33.6522952853598,13.228908188585608,0.8677109181141439,248,260
Bombay_159,Bombay,cat,train,46000,13189,22456,10355,28.67173913043478,48.81739130434782,22.51086956521739,0.774891304347826,250,184
american_pit_bull_terrier_153,american_pit_bull_terrier,dog,train,69000,20578,38044,10378,29.8231884057971,55.13623188405797,15.040579710144927,0.8495942028985507,230,300
basset_hound_157,basset_hound,dog,train,166500,59743,86736,20021,35.881681681681684,52.0936936936937,12.024624624624625,0.8797537537537538,500,333
pug_13,pug,dog,train,187500,99225,71700,16575,52.92,38.24,8.84,0.9116,375,500
Maine_Coon_159,Maine_Coon,cat,train,187500,40814,122623,24063,21.767466666666664,65.39893333333333,12.8336,0.871664,375,500
basset_hound_124,basset_hound,dog,train,166500,45283,91035,30182,27.196996996996997,54.67567567567567,18.12732732732733,0.8187267267267268,333,500
Bengal_160,Bengal,cat,train,88800,47640,25036,16124,53.648648648648646,28.193693693693696,18.15765765765766,0.8184234234234234,300,296
pomeranian_149,pomeranian,dog,train,67500,9034,52265,6201,13.383703703703704,77.42962962962963,9.186666666666667,0.9081333333333333,225,300
english_setter_107,english_setter,dog,train,200000,51401,126477,22122,25.700499999999998,63.238499999999995,11.061,0.88939,500,400
american_pit_bull_terrier_145,american_pit_bull_terrier,dog,train,67500,15152,43079,9269,22.447407407407407,63.820740740740746,13.73185185185185,0.8626814814814815,225,300
British_Shorthair_141,British_Shorthair,cat,train,219000,134527,55130,29343,61.42785388127854,25.17351598173516,13.3986301369863,0.866013698630137,500,438
japanese_chin_144,japanese_chin,dog,train,187500,100356,64726,22418,53.5232,34.52053333333333,11.956266666666666,0.8804373333333333,375,500
newfoundland_156,newfoundland,dog,train,187500,37975,127044,22481,20.253333333333334,67.7568,11.989866666666666,0.8801013333333333,375,500
pomeranian_152,pomeranian,dog,train,67500,20146,41561,5793,29.845925925925926,61.571851851851854,8.58222222222222,0.9141777777777778,225,300
pomeranian_118,pomeranian,dog,train,79800,18406,53638,7756,23.06516290726817,67.2155388471178,9.719298245614034,0.9028070175438596,266,300
german_shorthaired_152,german_shorthaired,dog,train,166500,43571,105470,17459,26.168768768768768,63.34534534534535,10.485885885885885,0.8951411411411412,500,333
Abyssinian_144,Abyssinian,cat,train,179500,65203,95423,18874,36.32479108635098,53.160445682451254,10.51476323119777,0.8948523676880222,359,500
Bengal_118,Bengal,cat,train,187500,15275,155074,17151,8.146666666666667,82.70613333333333,9.1472,0.908528,500,375
wheaten_terrier_108,wheaten_terrier,dog,train,166500,80155,51967,34378,48.14114114114114,31.21141141141141,20.647447447447448,0.7935255255255256,500,333
saint_bernard_148,saint_bernard,dog,train,170000,76357,81577,12066,44.915882352941175,47.98647058823529,7.097647058823529,0.9290235294117647,340,500
