image_id,breed,species,split,center_x,center_y,xmin,ymin,xmax,ymax,normalized_area
pug_167,pug,dog,train,0.3566666666666667,0.3439024390243902,69,36,145,105,0.08526829268292684
samoyed_109,samoyed,dog,train,0.375,0.43243243243243246,125,56,250,232,0.13213213213213212
Egyptian_Mau_165,Egyptian_Mau,cat,train,0.833984375,0.4296875,1715,340,2555,1310,0.165771484375
Birman_136,Birman,cat,train,0.701,0.21899736147757257,303,40,398,126,0.043113456464379946
havanese_136,havanese,dog,train,0.435,0.5066666666666667,111,99,324,281,0.206752
Russian_Blue_137,Russian_Blue,cat,train,0.516,0.31333333333333335,148,1,368,234,0.27338666666666667
Bengal_168,Bengal,cat,train,0.365,0.4888888888888889,55,49,164,171,0.1970074074074074
basset_hound_148,basset_hound,dog,train,0.573,0.675,197,133,376,380,0.2327
great_pyrenees_107,great_pyrenees,dog,train,0.2088607594936709,0.17708333333333334,13,13,152,157,0.10556962025316456
english_cocker_spaniel_165,english_cocker_spaniel,dog,train,0.5,0.3253333333333333,174,45,326,199,0.12484266666666667
Birman_111,Birman,cat,train,0.488,0.41291291291291293,129,27,359,248,0.3052852852852853
japanese_chin_148,japanese_chin,dog,train,0.461,0.336,37,1,424,251,0.516
havanese_102,havanese,dog,train,0.489,0.3972772277227723,82,33,407,288,0.41027227722772275
British_Shorthair_173,British_Shorthair,cat,train,0.516,0.3132530120481928,187,34,329,174,0.1197590361445783
Siamese_160,Siamese,cat,train,0.654,0.424,265,94,389,224,0.08597333333333333
great_pyrenees_156,great_pyrenees,dog,train,0.6466666666666666,0.193,182,40,303,153,0.07292266666666666
american_pit_bull_terrier_100,american_pit_bull_terrier,dog,train,0.7852852852852853,0.334,208,130,315,204,0.04755555555555555
beagle_137,beagle,dog,train,0.696,0.472,296,139,400,215,0.04215466666666667
Ragdoll_173,Ragdoll,cat,train,0.40875,0.269,64,28,263,241,0.211935
beagle_146,beagle,dog,train,0.307,0.501779359430605,1,1,306,281,0.6078291814946619
Maine_Coon_140,Maine_Coon,cat,train,0.35,0.332,145,93,205,156,0.02016
japanese_chin_145,japanese_chin,dog,train,0.54,0.44266666666666665,160,84,380,248,0.19242666666666666
Russian_Blue_125,Russian_Blue,cat,train,0.307,0.28933333333333333,79,14,228,203,0.150192
chihuahua_142,chihuahua,dog,train,0.5316742081447964,0.175,55,7,180,98,0.1715686274509804
shiba_inu_11,shiba_inu,dog,train,0.524,0.3532934131736527,140,1,384,235,0.3418922155688623
Birman_118,Birman,cat,train,0.488,0.355,49,35,317,320,0.40736
scottish_terrier_118,scottish_terrier,dog,train,0.41838842975206614,0.393,43,27,362,366,0.44686363636363635
Egyptian_Mau_105,Egyptian_Mau,cat,train,0.57,0.1885245901639344,177,1,336,160,0.13156908665105385
British_Shorthair_158,British_Shorthair,cat,train,0.504,0.41566265060240964,156,45,348,231,0.21513253012048192
Russian_Blue_119,Russian_Blue,cat,train,0.348,0.472,142,145,206,209,0.021845333333333335
Bombay_137,Bombay,cat,train,0.513,0.35333333333333333,189,62,324,203,0.10152
american_bulldog_130,american_bulldog,dog,train,0.4797619047619048,0.307,31,12,372,295,0.45953809523809525
Maine_Coon_147,Maine_Coon,cat,train,0.658,0.27627627627627627,291,51,367,133,0.03742942942942943
boxer_125,boxer,dog,train,0.596,0.45495495495495497,256,110,340,193,0.041873873873873875
american_bulldog_112,american_bulldog,dog,train,0.4219219219219219,0.27,64,64,217,206,0.13048648648648647
pug_115,pug,dog,train,0.6973333333333334,0.513,181,192,342,321,0.110768
Bombay_151,Bombay,cat,train,0.523125,0.26916666666666667,267,8,570,315,0.19379375
japanese_chin_168,japanese_chin,dog,train,0.592814371257485,0.389,71,102,325,287,0.281377245508982
beagle_12,beagle,dog,train,0.361,0.4069069069069069,44,1,317,270,0.4410630630630631
Egyptian_Mau_13,Egyptian_Mau,cat,train,0.5014970059880239,0.222,110,47,225,175,0.0881437125748503
Persian_168,Persian,cat,train,0.744,0.493993993993994,280,88,464,241,0.16908108108108108
shiba_inu_103,shiba_inu,dog,train,0.489,0.2825,204,66,285,160,0.03807
Russian_Blue_143,Russian_Blue,cat,train,0.459,0.33682634730538924,140,6,319,219,0.22830538922155688
havanese_128,havanese,dog,train,0.5226666666666666,0.452,66,84,326,368,0.39381333333333335
pug_156,pug,dog,train,0.48,0.33111111111111113,73,17,215,132,0.24192592592592593
american_pit_bull_terrier_137,american_pit_bull_terrier,dog,train,0.565,0.5377777777777778,129,81,210,161,0.096
Egyptian_Mau_110,Egyptian_Mau,cat,train,0.8104166666666667,0.4948453608247423,165,65,224,127,0.07856529209621993
american_pit_bull_terrier_122,american_pit_bull_terrier,dog,train,0.5333333333333333,0.38414634146341464,83,41,237,148,0.2232791327913279
staffordshire_bull_terrier_126,staffordshire_bull_terrier,dog,train,0.539,0.46266666666666667,201,131,338,216,0.062106666666666664
Bengal_159,Bengal,cat,train,0.5533333333333333,0.10888888888888888,142,1,190,48,0.03342222222222222
Bombay_126,Bombay,cat,train,0.27946127946127947,0.4666666666666667,31,59,135,151,0.14317994762439207
japanese_chin_15,japanese_chin,dog,train,0.5101419878296146,0.318,131,44,372,274,0.224868154158215
Russian_Blue_133,Russian_Blue,cat,train,0.448,0.42342342342342343,62,1,386,281,0.5448648648648649
Birman_10,Birman,cat,train,0.239,0.49696969696969695,45,103,194,225,0.11016969696969697
american_bulldog_16,american_bulldog,dog,train,0.318,0.23952095808383234,120,44,198,116,0.03362874251497006
great_pyrenees_170,great_pyrenees,dog,train,0.357,0.2773333333333333,125,61,232,147,0.049077333333333334
Abyssinian_168,Abyssinian,cat,train,0.275,0.40441176470588236,37,38,183,182,0.19323529411764706
german_shorthaired_101,german_shorthaired,dog,train,0.49558823529411766,0.417,65,105,272,312,0.2520529411764706
scottish_terrier_169,scottish_terrier,dog,train,0.442,0.3712121212121212,43,1,399,293,0.525010101010101
wheaten_terrier_134,wheaten_terrier,dog,train,0.487,0.356,131,20,356,247,0.2724
leonberger_144,leonberger,dog,train,0.44,0.3466666666666667,171,79,269,181,0.053312
newfoundland_168,newfoundland,dog,train,0.498,0.352,193,85,305,179,0.056149333333333336
keeshond_140,keeshond,dog,train,0.294,0.21333333333333335,77,1,217,159,0.11797333333333333
havanese_115,havanese,dog,train,0.495,0.34933333333333333,103,26,392,236,0.32368
boxer_110,boxer,dog,train,0.512,0.29,68,32,316,258,0.29892266666666667
scottish_terrier_171,scottish_terrier,dog,train,0.596,0.47733333333333333,184,36,412,322,0.347776
shiba_inu_137,shiba_inu,dog,train,0.25075075075075076,0.576,64,264,103,312,0.011243243243243243
newfoundland_111,newfoundland,dog,train,0.5,0.39520958083832336,121,4,379,260,0.39549700598802395
japanese_chin_131,japanese_chin,dog,train,0.344,0.5293333333333333,77,112,267,285,0.17530666666666667
miniature_pinscher_171,miniature_pinscher,dog,train,0.5019685039370079,0.2833333333333333,46,14,209,156,0.303753280839895
boxer_132,boxer,dog,train,0.607,0.48220064724919093,193,37,414,261,0.32041423948220066
miniature_pinscher_170,miniature_pinscher,dog,train,0.4166666666666667,0.30444444444444446,82,28,168,109,0.1032
Ragdoll_103,Ragdoll,cat,train,0.723,0.3640776699029126,316,64,407,161,0.057132686084142396
havanese_158,havanese,dog,train,0.475,0.384,137,45,338,243,0.212256
staffordshire_bull_terrier_168,staffordshire_bull_terrier,dog,train,0.433,0.37333333333333335,123,44,310,236,0.191488
japanese_chin_165,japanese_chin,dog,train,0.313,0.26497005988023953,63,15,250,162,0.16460479041916168
staffordshire_bull_terrier_129,staffordshire_bull_terrier,dog,train,0.326,0.48498845265588914,109,127,217,293,0.08280831408775982
boxer_151,boxer,dog,train,0.555,0.45495495495495497,188,44,367,259,0.23114114114114115
Siamese_147,Siamese,cat,train,0.459,0.35962566844919786,134,34,325,235,0.20529946524064172
Maine_Coon_112,Maine_Coon,cat,train,0.5112219451371571,0.374,136,103,274,271,0.11563092269326683
english_cocker_spaniel_11,english_cocker_spaniel,dog,train,0.553,0.4746666666666667,125,12,428,344,0.536512
american_bulldog_177,american_bulldog,dog,train,0.577,0.40519877675840976,185,21,392,244,0.2823302752293578
basset_hound_169,basset_hound,dog,train,0.607,0.30930930930930933,212,21,395,185,0.18025225225225225
wheaten_terrier_137,wheaten_terrier,dog,train,0.531,0.4,200,91,331,209,0.08244266666666666
saint_bernard_113,saint_bernard,dog,train,0.6054216867469879,0.281,126,79,276,202,0.11114457831325301
chihuahua_139,chihuahua,dog,train,0.5512367491166078,0.395,99,69,213,168,0.1329328621908127
basset_hound_15,basset_hound,dog,train,0.25,0.24548192771084337,45,3,205,160,0.15132530120481927
keeshond_148,keeshond,dog,train,0.403,0.2593123209169054,152,32,251,149,0.06637822349570201
Abyssinian_127,Abyssinian,cat,train,0.5169172932330827,0.7175,96,246,179,328,0.06396616541353384
pomeranian_154,pomeranian,dog,train,0.4270833333333333,0.22453703703703703,84,2,162,95,0.1166087962962963
Persian_144,Persian,cat,train,0.37,0.25975975975975973,155,54,215,119,0.023423423423423424
english_setter_146,english_setter,dog,train,0.6477272727272727,0.287,135,63,321,224,0.17014772727272728
american_pit_bull_terrier_14,american_pit_bull_terrier,dog,train,0.701,0.35789473684210527,257,30,444,310,0.22046315789473683
Egyptian_Mau_122,Egyptian_Mau,cat,train,0.45,0.32142857142857145,36,5,99,67,0.2325
miniature_pinscher_158,miniature_pinscher,dog,train,0.6833333333333333,0.4488888888888889,140,39,270,163,0.2388148148148148
newfoundland_14,newfoundland,dog,train,0.503,0.3733509234828496,148,39,355,244,0.22393139841688656
newfoundland_131,newfoundland,dog,train,0.356,0.5373333333333333,103,133,253,270,0.1096
Ragdoll_128,Ragdoll,cat,train,0.561,0.4219219219219219,120,1,441,280,0.5378918918918919
great_pyrenees_12,great_pyrenees,dog,train,0.5766331658291457,0.5770833333333333,179,234,280,320,0.045466917922948075
Siamese_111,Siamese,cat,train,0.4106666666666667,0.282,59,47,249,235,0.19050666666666666
basset_hound_116,basset_hound,dog,train,0.592,0.44,239,94,353,236,0.086336
pug_154,pug,dog,train,0.5733333333333334,0.37555555555555553,101,13,243,156,0.3008296296296296
english_cocker_spaniel_158,english_cocker_spaniel,dog,train,0.4852150537634409,0.251,80,37,281,214,0.1912741935483871
saint_bernard_132,saint_bernard,dog,train,0.645,0.4533333333333333,251,106,394,234,0.09762133333333334
havanese_162,havanese,dog,train,0.476,0.4924924924924925,95,58,381,270,0.36415615615615615
pomeranian_17,pomeranian,dog,train,0.461,0.5386666666666666,108,65,353,339,0.35802666666666666
Maine_Coon_14,Maine_Coon,cat,train,0.355,0.343205574912892,134,58,221,139,0.04910801393728223
japanese_chin_111,japanese_chin,dog,train,0.479,0.5481927710843374,146,112,333,252,0.15771084337349398
British_Shorthair_18,British_Shorthair,cat,train,0.36,0.4819277108433735,1,1,359,319,0.6858072289156627
British_Shorthair_17,British_Shorthair,cat,train,0.488,0.36596385542168675,116,1,372,242,0.37166265060240966
Maine_Coon_184,Maine_Coon,cat,train,0.6171171171171171,0.229,128,29,283,200,0.1591891891891892
Persian_152,Persian,cat,train,0.5285285285285285,0.316,96,81,256,235,0.14798798798798798
pomeranian_160,pomeranian,dog,train,0.5,0.39233576642335766,80,33,220,182,0.2537712895377129
Sphynx_144,Sphynx,cat,train,0.3033033033033033,0.285,36,74,166,211,0.10696696696696696
leonberger_117,leonberger,dog,train,0.509009009009009,0.33,76,55,263,275,0.2470870870870871
samoyed_161,samoyed,dog,train,0.637,0.16816816816816818,284,11,353,101,0.0372972972972973
american_bulldog_108,american_bulldog,dog,train,0.452,0.397,92,132,247,265,0.10994666666666666
chihuahua_140,chihuahua,dog,train,0.5533333333333333,0.32413793103448274,97,48,235,140,0.14593103448275863
Maine_Coon_100,Maine_Coon,cat,train,0.387,0.35154061624649857,89,15,298,236,0.25876190476190475
newfoundland_106,newfoundland,dog,train,0.6006006006006006,0.309,115,81,285,228,0.15009009009009008
Bengal_170,Bengal,cat,train,0.6422222222222222,0.24833333333333332,114,42,175,107,0.05874074074074074
Russian_Blue_130,Russian_Blue,cat,train,0.612,0.34365325077399383,206,35,406,187,0.18823529411764706
german_shorthaired_159,german_shorthaired,dog,train,0.546,0.5653333333333334,147,113,399,311,0.266112
shiba_inu_110,shiba_inu,dog,train,0.456,0.36933333333333335,128,23,328,254,0.2464
keeshond_101,keeshond,dog,train,0.43066666666666664,0.22,107,39,216,181,0.08254933333333334
Sphynx_180,Sphynx,cat,train,0.5084269662921348,0.307,73,45,289,262,0.26332584269662923
Russian_Blue_177,Russian_Blue,cat,train,0.315,0.21708185053380782,108,13,207,109,0.067644128113879
boxer_120,boxer,dog,train,0.551,0.5,249,135,302,198,0.020054054054054055
pomeranian_164,pomeranian,dog,train,0.605,0.36607142857142855,116,19,247,145,0.245625
shiba_inu_127,shiba_inu,dog,train,0.5873493975903614,0.253,174,99,216,154,0.01391566265060241
British_Shorthair_162,British_Shorthair,cat,train,0.471,0.3656716417910448,113,27,358,218,0.2793731343283582
samoyed_149,samoyed,dog,train,0.546,0.48133333333333334,234,124,312,237,0.047008
leonberger_150,leonberger,dog,train,0.496,0.5,92,17,404,335,0.5637272727272727
german_shorthaired_121,german_shorthaired,dog,train,0.758,0.3466666666666667,354,108,404,152,0.011733333333333333
boxer_14,boxer,dog,train,0.593,0.3948948948948949,240,77,353,186,0.07397597597597598
boxer_163,boxer,dog,train,0.47,0.5026666666666667,144,110,326,267,0.15239466666666668
english_cocker_spaniel_137,english_cocker_spaniel,dog,train,0.454,0.5253333333333333,166,116,288,278,0.105408
samoyed_165,samoyed,dog,train,0.5425867507886435,0.41,82,126,262,284,0.1794321766561514
yorkshire_terrier_167,yorkshire_terrier,dog,train,0.577683615819209,0.295,55,1,354,294,0.49495480225988703
basset_hound_158,basset_hound,dog,train,0.43,0.4519519519519519,175,113,255,188,0.036036036036036036
newfoundland_123,newfoundland,dog,train,0.621,0.34684684684684686,263,67,358,164,0.05534534534534535
scottish_terrier_12,scottish_terrier,dog,train,0.641,0.3,193,1,448,299,0.30396
japanese_chin_104,japanese_chin,dog,train,0.576,0.24613003095975233,191,13,385,146,0.15976470588235295
great_pyrenees_100,great_pyrenees,dog,train,0.409,0.356,133,57,276,210,0.116688
wheaten_terrier_103,wheaten_terrier,dog,train,0.3933933933933934,0.339,1,33,261,306,0.4263063063063063
miniature_pinscher_144,miniature_pinscher,dog,train,0.425,0.24444444444444444,81,1,174,109,0.1488
Ragdoll_175,Ragdoll,cat,train,0.861,0.5570570570570571,376,136,485,235,0.06481081081081082
staffordshire_bull_terrier_154,staffordshire_bull_terrier,dog,train,0.512,0.48133333333333334,157,114,355,247,0.140448
Bombay_117,Bombay,cat,train,0.3883333333333333,0.3111111111111111,76,28,157,112,0.1008
Abyssinian_103,Abyssinian,cat,train,0.603,0.37606837606837606,241,68,362,196,0.08825071225071225
miniature_pinscher_112,miniature_pinscher,dog,train,0.477,0.344,203,84,274,174,0.03408
Birman_160,Birman,cat,train,0.501,0.3787425149700599,133,3,368,250,0.3475748502994012
english_setter_111,english_setter,dog,train,0.5213333333333333,0.4,85,110,306,290,0.21216
samoyed_106,samoyed,dog,train,0.5045871559633027,0.31,117,76,213,234,0.09277064220183487
pomeranian_11,pomeranian,dog,train,0.491,0.3674698795180723,189,40,302,204,0.11163855421686747
boxer_154,boxer,dog,train,0.6201201201201201,0.316,156,105,257,211,0.0643003003003003
chihuahua_148,chihuahua,dog,train,0.49166666666666664,0.4573643410852713,66,49,229,187,0.2906201550387597
newfoundland_102,newfoundland,dog,train,0.505,0.456,163,89,342,253,0.15656533333333333
Maine_Coon_135,Maine_Coon,cat,train,0.344,0.45180722891566266,68,34,276,266,0.2906987951807229
pug_146,pug,dog,train,0.57,0.46875,91,43,251,167,0.29523809523809524
Bombay_103,Bombay,cat,train,0.7412280701754386,0.1958041958041958,60,2,109,54,0.15629984051036683
american_bulldog_164,american_bulldog,dog,train,0.299,0.36133333333333334,117,77,182,194,0.04056
Ragdoll_113,Ragdoll,cat,train,0.445,0.38133333333333336,103,41,342,245,0.260032
basset_hound_135,basset_hound,dog,train,0.777,0.6204013377926422,300,100,477,271,0.20245484949832776
newfoundland_149,newfoundland,dog,train,0.565,0.22972972972972974,194,7,371,146,0.14776576576576578
leonberger_12,leonberger,dog,train,0.48,0.41291291291291293,138,20,342,255,0.28792792792792793
english_setter_112,english_setter,dog,train,0.3641791044776119,0.387,28,125,216,262,0.15376716417910447
great_pyrenees_137,great_pyrenees,dog,train,0.608,0.6096096096096096,201,117,407,289,0.2128048048048048
Persian_170,Persian,cat,train,0.663,0.39221556886227543,216,35,447,227,0.2655808383233533
beagle_167,beagle,dog,train,0.764,0.4826666666666667,321,135,443,227,0.059861333333333336
scottish_terrier_150,scottish_terrier,dog,train,0.512,0.42,171,19,341,296,0.2511466666666667
basset_hound_150,basset_hound,dog,train,0.526,0.4624624624624625,89,1,437,307,0.6395675675675676
samoyed_115,samoyed,dog,train,0.439,0.4219219219219219,177,75,262,206,0.06687687687687688
Egyptian_Mau_16,Egyptian_Mau,cat,train,0.7344398340248963,0.1825,141,1,213,72,0.10605809128630705
Birman_117,Birman,cat,train,0.539,0.36553524804177545,129,7,410,273,0.39031853785900783
english_cocker_spaniel_115,english_cocker_spaniel,dog,train,0.451,0.22822822822822822,157,3,294,149,0.12013213213213213
yorkshire_terrier_163,yorkshire_terrier,dog,train,0.611,0.2986666666666667,236,10,375,214,0.151232
miniature_pinscher_139,miniature_pinscher,dog,train,0.4666666666666667,0.2175,44,9,96,78,0.1196
chihuahua_149,chihuahua,dog,train,0.4083333333333333,0.2744755244755245,65,27,180,130,0.13805361305361305
Birman_171,Birman,cat,train,0.4825,0.233,107,30,279,203,0.14878
keeshond_116,keeshond,dog,train,0.6246246246246246,0.429,130,125,286,304,0.1677117117117117
english_setter_114,english_setter,dog,train,0.5014925373134328,0.373,103,120,233,253,0.10322388059701493
Bombay_134,Bombay,cat,train,0.5810344827586207,0.25290697674418605,128,42,209,132,0.07307538091419406
keeshond_137,keeshond,dog,train,0.4560327198364008,0.388,132,55,314,333,0.20693660531697342
pomeranian_107,pomeranian,dog,train,0.476,0.35735735735735735,210,77,266,161,0.028252252252252252
Sphynx_11,Sphynx,cat,train,0.529,0.4397590361445783,197,76,332,216,0.11385542168674699
basset_hound_168,basset_hound,dog,train,0.545,0.5015015015015015,104,1,441,333,0.671975975975976
scottish_terrier_167,scottish_terrier,dog,train,0.448,0.4924924924924925,128,84,320,244,0.1845045045045045
havanese_154,havanese,dog,train,0.275,0.3341902313624679,44,62,231,198,0.13075578406169666
Sphynx_137,Sphynx,cat,train,0.662,0.2419871794871795,262,3,400,148,0.12826923076923077
saint_bernard_147,saint_bernard,dog,train,0.543,0.5761194029850746,123,64,420,322,0.4574686567164179
Egyptian_Mau_172,Egyptian_Mau,cat,train,0.56,0.24324324324324326,213,12,347,150,0.11106306306306306
wheaten_terrier_106,wheaten_terrier,dog,train,0.5960960960960962,0.302,84,40,313,262,0.30533333333333335
samoyed_171,samoyed,dog,train,0.372,0.515015015015015,125,93,247,250,0.11503903903903905
miniature_pinscher_151,miniature_pinscher,dog,train,0.455,0.4533333333333333,73,18,200,186,0.31608888888888886
Bengal_154,Bengal,cat,train,0.4575,0.3983333333333333,32,54,151,185,0.25981666666666664
american_pit_bull_terrier_127,american_pit_bull_terrier,dog,train,0.59,0.35555555555555557,119,1,235,159,0.27152592592592595
chihuahua_135,chihuahua,dog,train,0.4383116883116883,0.325,18,2,117,128,0.405
saint_bernard_159,saint_bernard,dog,train,0.529,0.5758928571428571,115,95,414,292,0.35061309523809525
Abyssinian_124,Abyssinian,cat,train,0.44294294294294295,0.289,88,94,207,195,0.07218618618618619
german_shorthaired_12,german_shorthaired,dog,train,0.589,0.23466666666666666,208,21,381,155,0.12363733333333334
staffordshire_bull_terrier_172,staffordshire_bull_terrier,dog,train,0.46,0.46,130,85,330,260,0.18666666666666668
beagle_103,beagle,dog,train,0.467,0.4296407185628742,150,62,317,225,0.163
Russian_Blue_172,Russian_Blue,cat,train,0.5765765765765766,0.465,150,184,234,281,0.04893693693693694
Birman_109,Birman,cat,train,0.5295774647887324,0.499,23,85,353,414,0.6116619718309859
scottish_terrier_111,scottish_terrier,dog,train,0.25,0.41888297872340424,92,102,158,213,0.03896808510638298
great_pyrenees_154,great_pyrenees,dog,train,0.279,0.2733333333333333,92,67,187,138,0.035973333333333336
havanese_121,havanese,dog,train,0.495,0.16666666666666666,180,1,315,124,0.08856
Sphynx_126,Sphynx,cat,train,0.324,0.6392215568862275,80,119,244,308,0.18560479041916167
Abyssinian_153,Abyssinian,cat,train,0.755,0.4543726235741445,346,77,409,162,0.04072243346007605
Sphynx_170,Sphynx,cat,train,0.43,0.3408408408408408,132,27,298,200,0.17248048048048048
english_cocker_spaniel_138,english_cocker_spaniel,dog,train,0.43866666666666665,0.313,55,28,274,285,0.300176
keeshond_103,keeshond,dog,train,0.536,0.5785536159600998,138,80,398,384,0.394214463840399
newfoundland_151,newfoundland,dog,train,0.405,0.521021021021021,85,41,320,306,0.374024024024024
Egyptian_Mau_119,Egyptian_Mau,cat,train,0.7842105263157895,0.33630952380952384,130,38,168,75,0.04404761904761905
Bombay_127,Bombay,cat,train,0.5683760683760684,0.43857142857142856,51,79,215,228,0.29836385836385837
Persian_183,Persian,cat,train,0.599,0.2597254004576659,214,29,385,198,0.1322608695652174
basset_hound_125,basset_hound,dog,train,0.578,0.42492492492492495,200,25,378,258,0.2490930930930931
shiba_inu_10,shiba_inu,dog,train,0.521,0.33866666666666667,201,51,320,203,0.09646933333333334
samoyed_170,samoyed,dog,train,0.61,0.32882882882882886,276,73,334,146,0.02542942942942943
Bengal_114,Bengal,cat,train,0.222,0.33866666666666667,21,32,201,222,0.1824
Ragdoll_110,Ragdoll,cat,train,0.414,0.43333333333333335,103,48,311,277,0.25403733333333334
yorkshire_terrier_109,yorkshire_terrier,dog,train,0.413,0.34394904458598724,74,1,339,323,0.36233545647558385
Egyptian_Mau_126,Egyptian_Mau,cat,train,0.6433021806853583,0.28720626631853785,161,58,252,162,0.07697876251596268
havanese_112,havanese,dog,train,0.5826666666666667,0.247,126,34,311,213,0.17661333333333334
scottish_terrier_100,scottish_terrier,dog,train,0.524,0.44666666666666666,200,79,324,256,0.117056
leonberger_139,leonberger,dog,train,0.55,0.5,110,31,440,302,0.5371171171171171
havanese_108,havanese,dog,train,0.346,0.336,60,37,286,215,0.21454933333333334
British_Shorthair_123,British_Shorthair,cat,train,0.292,0.25333333333333335,70,23,222,167,0.116736
samoyed_159,samoyed,dog,train,0.466,0.32432432432432434,189,44,277,172,0.06765165165165166
beagle_161,beagle,dog,train,0.504,0.49099099099099097,163,71,341,256,0.19777777777777777
samoyed_105,samoyed,dog,train,0.6,0.31497797356828194,212,14,388,272,0.2000352422907489
chihuahua_145,chihuahua,dog,train,0.4766666666666667,0.3825,96,35,190,118,0.13003333333333333
Egyptian_Mau_173,Egyptian_Mau,cat,train,0.6714285714285714,0.19523809523809524,157,13,219,69,0.05904761904761905
german_shorthaired_104,german_shorthaired,dog,train,0.453781512605042,0.245,98,46,334,199,0.15171428571428572
wheaten_terrier_102,wheaten_terrier,dog,train,0.237,0.35735735735735735,74,71,163,167,0.051315315315315316
japanese_chin_10,japanese_chin,dog,train,0.34146341463414637,0.298,69,88,211,210,0.08450731707317073
staffordshire_bull_terrier_160,staffordshire_bull_terrier,dog,train,0.178,0.24174174174174173,21,28,157,133,0.08576576576576576
pug_138,pug,dog,train,0.47333333333333333,0.4599236641221374,19,30,265,211,0.5664885496183206
miniature_pinscher_120,miniature_pinscher,dog,train,0.49166666666666664,0.26,90,1,205,116,0.19592592592592592
english_setter_124,english_setter,dog,train,0.714,0.19647696476964768,300,24,414,121,0.059934959349593496
newfoundland_122,newfoundland,dog,train,0.424,0.2875,147,49,277,181,0.0858
chihuahua_128,chihuahua,dog,train,0.5483333333333333,0.38,94,35,235,136,0.21097777777777776
leonberger_169,leonberger,dog,train,0.364,0.37333333333333335,129,86,235,194,0.061056
pug_103,pug,dog,train,0.44,0.4,110,53,330,247,0.22762666666666667
staffordshire_bull_terrier_150,staffordshire_bull_terrier,dog,train,0.442,0.38,143,91,299,194,0.085696
boxer_123,boxer,dog,train,0.446,0.6246246246246246,205,185,241,231,0.009945945945945946
Birman_132,Birman,cat,train,0.627,0.32798833819241985,225,8,402,217,0.21570262390670553
Sphynx_107,Sphynx,cat,train,0.5344311377245509,0.486,75,130,282,356,0.2801317365269461
Siamese_104,Siamese,cat,train,0.695,0.22900763358778625,269,15,426,165,0.11984732824427481
Russian_Blue_120,Russian_Blue,cat,train,0.526,0.436,121,12,405,315,0.458944
Abyssinian_17,Abyssinian,cat,train,0.31636363636363635,0.34549878345498786,38,92,136,192,0.08670648086706481
yorkshire_terrier_169,yorkshire_terrier,dog,train,0.486,0.3978978978978979,188,74,298,191,0.0772972972972973
leonberger_146,leonberger,dog,train,0.606,0.37537537537537535,248,61,358,189,0.08456456456456457
miniature_pinscher_10,miniature_pinscher,dog,train,0.562,0.48533333333333334,107,56,455,308,0.467712
chihuahua_121,chihuahua,dog,train,0.498,0.27346938775510204,74,9,175,125,0.19128163265306122
pomeranian_13,pomeranian,dog,train,0.42,0.30266666666666664,157,46,263,181,0.07632
shiba_inu_115,shiba_inu,dog,train,0.457,0.3413333333333333,172,44,285,212,0.101248
Ragdoll_142,Ragdoll,cat,train,0.496,0.44226327944572746,89,40,407,343,0.44505311778290996
pug_143,pug,dog,train,0.46166666666666667,0.30444444444444446,74,12,203,125,0.21595555555555557
Siamese_138,Siamese,cat,train,0.551051051051051,0.25,124,62,243,188,0.09005405405405405
japanese_chin_103,japanese_chin,dog,train,0.508,0.5128205128205128,81,73,427,327,0.4506871794871795
boxer_12,boxer,dog,train,0.39,0.448,1,9,389,327,0.658048
Bengal_125,Bengal,cat,train,0.613,0.2575301204819277,256,27,357,144,0.07118674698795181
havanese_144,havanese,dog,train,0.39,0.3373333333333333,150,84,240,169,0.0408
japanese_chin_117,japanese_chin,dog,train,0.626,0.2773333333333333,236,48,390,160,0.09198933333333334
scottish_terrier_156,scottish_terrier,dog,train,0.501,0.412,194,47,307,262,0.12957333333333335
japanese_chin_171,japanese_chin,dog,train,0.5,0.309,35,24,374,285,0.4326601466992665
pomeranian_120,pomeranian,dog,train,0.385,0.2097457627118644,82,12,149,87,0.07097457627118645
beagle_150,beagle,dog,train,0.642,0.32409972299168976,223,30,419,204,0.18894182825484765
Ragdoll_179,Ragdoll,cat,train,0.743,0.33783783783783783,303,42,440,183,0.11601801801801802
samoyed_116,samoyed,dog,train,0.548,0.4225,238,125,310,213,0.03168
British_Shorthair_126,British_Shorthair,cat,train,0.346045197740113,0.324,54,97,191,227,0.10062146892655367
shiba_inu_150,shiba_inu,dog,train,0.3912466843501326,0.236,80,38,215,198,0.11458885941644563
scottish_terrier_135,scottish_terrier,dog,train,0.542,0.28313253012048195,224,20,318,168,0.08380722891566265
shiba_inu_132,shiba_inu,dog,train,0.531437125748503,0.525,21,125,334,400,0.5154191616766467
British_Shorthair_100,British_Shorthair,cat,train,0.549,0.411144578313253,201,60,348,213,0.13548795180722892
saint_bernard_154,saint_bernard,dog,train,0.6901408450704225,0.659,156,295,236,364,0.038873239436619716
english_setter_17,english_setter,dog,train,0.503,0.49466666666666664,125,78,378,293,0.2901066666666667
american_bulldog_103,american_bulldog,dog,train,0.484,0.345,126,119,237,226,0.063344
staffordshire_bull_terrier_109,staffordshire_bull_terrier,dog,train,0.4302575107296137,0.208,91,21,310,187,0.15602575107296138
beagle_151,beagle,dog,train,0.405,0.4679144385026738,11,24,394,326,0.6185347593582887
shiba_inu_163,shiba_inu,dog,train,0.437,0.20666666666666667,166,11,271,144,0.07448
